paper,dataset,seed,strict_f1,accuracy,train_min,n_classes,gpu,ts
P8,ledgar,456,0.6171,0.771,9.3,99,NVIDIA GeForce RTX 4090,2026-03-16T14:58:45.670277
P8,ledgar,999,0.6395,0.785,8.9,95,NVIDIA GeForce RTX 4090,2026-03-16T15:10:51.074907
P6,salad_5k,42,0.7529,0.5,9.1,NVIDIA GeForce RTX 4090,2026-03-16T15:30:25.790201
P6,salad_5k,77,1.0,1.0,8.9,NVIDIA GeForce RTX 4090,2026-03-16T15:49:40.614401
P6,salad_5k,123,1.0,1.0,9.3,NVIDIA GeForce RTX 4090,2026-03-16T16:09:25.022443
